"Record ID","Offense Code","Offense Ext","Offense Category","Description","Police District","Beat","Grid","Occurence Date","Occurence Time"
"1149691","2999","02","VANDALISM","594(B)(1) PC VANDALISM $400","3","3B","0746","01/12/2016","00:01:30"
"1149693","7000","43","TOWED/STORED","TOWED/STORED VEHICLE","6","6B","1401","01/13/2016","00:06:35"
"1149695","2604","42","FRAUD","530.5(A) GET CRED W/OTH ID-FEL","2","2B","0564","01/14/2016","00:15:25"
"1149697","5707","0","PRIVACY","602 PC TRESPASS","2","2C","0619","01/08/2016","00:16:15"
"1149698","2299","01","BURGLARY","459 PC BURG VEHICLE","2","2C","0618","01/11/2016","00:23:15"
"1149701","7000","43","TOWED/STORED","TOWED/STORED VEHICLE","5","5C","1637","01/10/2016","00:18:35"
"1149703","5011","0","OBST JUDICIARY","3056 PAROLE VIOLATION","4","4A","0917","01/13/2016","00:13:32"
"1149704","5400","1","TRAFFIC","TRAFFIC ACCIDENT-NON-INJURY","3","3B","0747","01/08/2016","00:19:20"
"1149706","3599","35","NARCOTICS","11378 HS POSS CNTRL SUB/SALE","2","2B","0541","01/14/2016","00:10:10"
"1149709","2399","2","LARCENY","484 PC PETTY THEFT","3","3B","0746","01/10/2016","00:01:00"
"1149710","2299","01","BURGLARY","459 PC BURG VEHICLE","2","2C","0618","01/11/2016","00:23:25"
"1149711","1313","19","BATTERY","242 PC BATTERY CIVILIAN","3","3B","0728","01/10/2016","00:01:45"
"1149714","2404","0","STOLEN VEHICLE","10851(A)VC TAKE VEH W/O OWNER","1","1B","0422","01/14/2016","00:14:00"
"1149715","2303","3","LARCENY","484 PETTY THEFT-SHOPLIFT","4","4A","0905","01/12/2016","00:14:30"
"1149718","5400","1","TRAFFIC","TRAFFIC ACCIDENT-NON-INJURY","3","3B","0746","01/12/2016","00:12:15"
"1149722","2308","0","LARCENY","484 PC PETTY THEFT/INSIDE","4","4A","0906","01/11/2016","00:18:30"
"1149726","2604","0","FRAUD","529 PC FALSE PERSONATION","UI","UI","UI","01/13/2016","00:11:28"
"1149729","2399","4","LARCENY","484 PETTY THEFT/LICENSE PLATE","5","5A","1394","01/13/2016","00:19:00"
"1149730","2299","01","BURGLARY","459 PC BURG VEHICLE","2","2C","0618","01/11/2016","00:22:40"
"1149731","2399","2","LARCENY","484 PC PETTY THEFT","5","5B","1603","01/11/2016","00:03:17"
"1149733","2299","01","BURGLARY","459 PC BURG VEHICLE","4","4C","1287","01/11/2016","00:19:50"
"1149739","2299","01","BURGLARY","459 PC BURG VEHICLE","1","1A","0337","01/08/2016","00:19:40"
"1149740","2303","3","LARCENY","484 PETTY THEFT-SHOPLIFT","2","2C","0618","01/12/2016","00:14:30"
"1149741","2399","2","LARCENY","484 PC PETTY THEFT","2","2A","0214","01/13/2016","00:21:05"
"1149742","2303","3","LARCENY","484 PETTY THEFT-SHOPLIFT","2","2C","0618","01/12/2016","00:14:00"
"1149743","2399","2","LARCENY","484 PC PETTY THEFT","6","6D","0814","01/01/2016","00:12:00"
"1149748","5213","5","WEAPON OFFENSE","246.3(A) PC NEGL DISCH FIREARM","2","2B","0541","01/01/2016","00:00:13"
"1149749","2202","0","BURGLARY","459 PC BURG RESIDENCE-FORCE","2","2B","0525","01/11/2016","00:22:17"
"1149750","2204","0","BURGLARY","459 PC BURG RESIDENCE-NO FORCE","2","2A","0512","01/13/2016","00:20:55"
"1149754","2202","0","BURGLARY","459 PC BURG RESIDENCE-FORCE","6","6C","1422","01/14/2016","00:12:30"
"1149755","2999","02","VANDALISM","594(B)(1) PC VANDALISM $400","1","1A","0136","01/14/2016","00:11:04"
"1149756","2399","2","LARCENY","484 PC PETTY THEFT","1","1A","0144","01/08/2016","00:08:00"
"1149757","2303","1","LARCENY","487(A) PC GRAND THEFT $950","4","4C","1295","01/14/2016","00:06:10"
"1149759","2399","2","LARCENY","484 PC PETTY THEFT","3","3M","0742","01/12/2016","00:07:00"
"1149760","2202","0","BURGLARY","459 PC BURG RESIDENCE-FORCE","4","4B","0988","01/13/2016","00:15:25"
"1149761","2399","2","LARCENY","484 PC PETTY THEFT","4","4C","1286","01/01/2016","00:10:30"
"1149762","2205","0","BURGLARY","459 PC BURG BUSINESS-NO FORCE","3","3B","0746","01/14/2016","00:02:00"
"1149763","5011","3","OBST JUDICIARY","3454(C) PC FLASH INCARCERATION","UI","UI","UI","01/14/2016","00:14:31"
"1149764","7399","62","SAC CITY CODE","12.52.030(A) UNLAWFUL CAMP-PUB","3","3A","0706","01/13/2016","00:10:22"
"1149765","3599","22","NARCOTICS","11364 HS POSS DRUG PARAPH","5","5B","1359","01/14/2016","00:08:52"
"1149771","2299","01","BURGLARY","459 PC BURG VEHICLE","3","3M","0732","01/14/2016","00:10:30"
"1149772","2303","3","LARCENY","484 PETTY THEFT-SHOPLIFT","4","4A","0905","01/14/2016","00:12:14"
"1149775","2204","0","BURGLARY","459 PC BURG RESIDENCE-NO FORCE","6","6C","1403","01/14/2016","00:16:27"
"1149776","4801","0","OBSTRUCTING","148(A)(1)PC RESIST PEACE OFFCR","3","3M","0744","01/09/2016","00:00:49"
"1149778","2999","02","VANDALISM","594(B)(1) PC VANDALISM $400","4","4A","0936","01/14/2016","00:06:30"
"1149780","2399","2","LARCENY","484 PC PETTY THEFT","3","3M","0752","01/12/2016","00:11:30"
"1149782","3599","63","NARCOTICS","11377(A) POSS DANGEROUS DRUG","5","5C","1637","01/14/2016","00:11:25"
"1149783","2999","02","VANDALISM","594(B)(1) PC VANDALISM $400","5","5A","1505","01/14/2016","00:10:53"
"1149784","2399","2","LARCENY","484 PC PETTY THEFT","1","1B","0421","01/12/2016","00:11:00"
"1149785","3560","1","NARCOTICS","11359 HS POSS FOR SALE MARIJ","5","5A","1394","01/14/2016","00:13:46"
"1149786","2399","23","LARCENY","487(A) GRAND THFT-RECYCL METAL","2","2A","0214","01/12/2016","00:12:50"
"1149787","5400","1","TRAFFIC","TRAFFIC ACCIDENT-NON-INJURY","1","1A","0130","01/01/2016","00:22:01"
"1149788","2299","01","BURGLARY","459 PC BURG VEHICLE","2","2C","0618","01/11/2016","00:19:00"
"1149789","2299","01","BURGLARY","459 PC BURG VEHICLE","2","2C","0618","01/11/2016","00:19:00"
"1149790","2299","01","BURGLARY","459 PC BURG VEHICLE","3","3M","0745","01/10/2016","00:11:20"
"1149791","2399","2","LARCENY","484 PC PETTY THEFT","2","2C","0613","01/12/2016","00:14:00"
"1149794","2399","2","LARCENY","484 PC PETTY THEFT","6","6A","1034","01/06/2016","00:07:10"
"1149795","2299","01","BURGLARY","459 PC BURG VEHICLE","1","1A","0123","01/13/2016","00:21:15"
"1149797","5012","0","OBST JUDICIARY","1203.2 PC VIOL OF PROBATION","1","1C","0407","01/14/2016","00:07:47"
"1149800","2299","01","BURGLARY","459 PC BURG VEHICLE","3","3B","0728","01/13/2016","00:01:25"
"1149801","2299","01","BURGLARY","459 PC BURG VEHICLE","5","5C","1637","01/12/2016","00:21:20"
"1149803","2299","01","BURGLARY","459 PC BURG VEHICLE","2","2C","0613","01/09/2016","00:23:30"
"1149805","5212","68","WEAPON OFFENSE","25850(A) LOADED GUN IN PUB-F","6","6A","1032","01/13/2016","00:19:20"
"1149807","2803","04","STOLEN PROP","496D(A) PURCH STLN VEH-FEL","UI","UI","UI","01/13/2016","00:17:03"
"1149808","4801","0","OBSTRUCTING","148(A)(1)PC RESIST PEACE OFFCR","2","2B","0564","01/14/2016","00:13:58"
"1149809","3562","0","NARCOTICS","11357(B)HS POSS -28.5GR MARIJ","4","4C","1279","01/14/2016","00:16:03"
"1149810","1315","19","AGG ASSAULT","245(A)(1)AWDW-NON-FIREARM","1","1A","0104","01/14/2016","00:17:21"
"1149812","7399","62","SAC CITY CODE","12.52.030(A) UNLAWFUL CAMP-PUB","3","3M","0734","01/14/2016","00:19:21"
"1149814","2404","13","AUTO THEFT","10851 VC AUTO THEFT LOCATE","2","2A","0503","01/14/2016","00:15:53"
"1149816","2404","0","STOLEN VEHICLE","10851(A)VC TAKE VEH W/O OWNER","1","1B","0444","01/14/2016","00:15:30"
"1149817","2404","13","AUTO THEFT","10851 VC AUTO THEFT LOCATE","2","2B","0545","01/14/2016","00:20:18"
"1149819","1203","0","ROBBERY","211 PC ROBBERY-SHOPLIFT","2","2C","0628","01/13/2016","00:20:42"
"1149821","2303","1","LARCENY","487(A) PC GRAND THEFT $950","6","6B","1412","01/13/2016","00:02:00"
"1149822","2204","0","BURGLARY","459 PC BURG RESIDENCE-NO FORCE","1","1B","0478","01/11/2016","00:15:00"
"1149824","2204","0","BURGLARY","459 PC BURG RESIDENCE-NO FORCE","6","6D","0847","01/06/2016","00:20:00"
"1149825","2404","0","STOLEN VEHICLE","10851(A)VC TAKE VEH W/O OWNER","1","1A","0333","01/13/2016","00:16:00"
"1149826","2204","0","BURGLARY","459 PC BURG RESIDENCE-NO FORCE","6","6B","1084","01/13/2016","00:15:00"
"1149827","7000","43","TOWED/STORED","TOWED/STORED VEHICLE","6","6B","1005","01/04/2016","00:12:43"
"1149829","3560","1","NARCOTICS","11359 HS POSS FOR SALE MARIJ","5","5C","1654","01/14/2016","00:16:40"
"1149830","4801","0","OBSTRUCTING","148(A)(1)PC RESIST PEACE OFFCR","1","1C","0419","01/14/2016","00:00:23"
"1149831","7000","43","TOWED/STORED","TOWED/STORED VEHICLE","4","4C","1291","01/10/2016","00:11:12"
"1149832","7000","43","TOWED/STORED","TOWED/STORED VEHICLE","4","4A","1203","01/13/2016","00:15:57"
"1149833","7000","43","TOWED/STORED","TOWED/STORED VEHICLE","5","5A","1392","01/14/2016","00:00:44"
"1149834","2604","0","FRAUD","529 PC FALSE PERSONATION","6","6C","1131","01/14/2016","00:03:23"
"1149835","5499","452","TRAFFIC","14601.2(A) SUSP LIC-DUI CONVCT","1","1B","0411","01/13/2016","00:22:58"
"1149836","5311","5","PUBLIC PEACE","647(F) PC DIP - DISORDERLY","1","1C","0429","01/14/2016","00:16:31"
"1149837","2999","05","VANDALISM","594(B)(2)(A) VANDALISM $400","4","4B","1346","01/14/2016","00:19:02"
"1149838","7000","43","TOWED/STORED","TOWED/STORED VEHICLE","UI","UI","UI","01/12/2016","00:01:55"
"1149839","7000","43","TOWED/STORED","TOWED/STORED VEHICLE","3","3B","0728","01/12/2016","00:07:38"
"1149840","7000","43","TOWED/STORED","TOWED/STORED VEHICLE","2","2B","0563","01/12/2016","00:09:41"
"1149843","5212","02","WEAPON OFFENSE","417(A)2) PC BRANDISH FIREARM","5","5A","1384","01/14/2016","00:23:14"
"1149844","2404","13","AUTO THEFT","10851 VC AUTO THEFT LOCATE","2","2B","0551","01/15/2016","00:02:10"
"1149845","2404","13","AUTO THEFT","10851 VC AUTO THEFT LOCATE","2","2B","0551","01/14/2016","00:21:33"
"1149846","7000","61","INCIDENT RPT","TOWED/STORED VEH-14602.6","2","2B","0531","01/12/2016","00:14:46"
"1149847","5499","13","TRAFFIC VIO","23109(A)ILLEGAL SPEED CONTEST","2","2A","0221","01/14/2016","00:20:47"
"1149848","7000","61","INCIDENT RPT","TOWED/STORED VEH-14602.6","5","5A","1394","01/12/2016","00:16:03"
"1149849","2205","3","BURGLARY","459.5 BURGLARY SHOPLIFT  $950","6","6C","1111","01/14/2016","00:15:05"
"1149850","7000","43","TOWED/STORED","TOWED/STORED VEHICLE","2","2B","0522","01/12/2016","00:16:23"
"1149851","7000","43","TOWED/STORED","TOWED/STORED VEHICLE","2","2A","0504","01/13/2016","00:07:17"
"1149852","7000","43","TOWED/STORED","TOWED/STORED VEHICLE","4","4B","1346","01/13/2016","00:08:32"
"1149853","2204","0","BURGLARY","459 PC BURG RESIDENCE-NO FORCE","6","6D","0845","01/12/2016","00:17:00"
"1149856","7000","43","TOWED/STORED","TOWED/STORED VEHICLE","2","2B","0556","01/13/2016","00:09:02"
"1149857","3599","63","NARCOTICS","11377(A) POSS DANGEROUS DRUG","6","6E","1116","01/14/2016","00:18:13"
"1149859","2999","05","VANDALISM","594(B)(2)(A) VANDALISM $400","3","3B","0778","01/14/2016","00:08:00"
"1149860","2404","0","STOLEN VEHICLE","10851(A)VC TAKE VEH W/O OWNER","1","1A","0128","01/13/2016","00:20:45"
"1149865","7000","83","RELEASE","849(B)(1) CERTIFICATE OF RELEA","2","2B","0552","01/14/2016","00:23:02"
"1149866","5005","4","OBST JUDICIARY","166(C)(1) VIOL PROTECT ORDER","5","5A","1396","01/14/2016","00:20:34"
"1149867","2404","0","STOLEN VEHICLE","10851(A)VC TAKE VEH W/O OWNER","3","3B","0748","01/14/2016","00:16:30"
"1149870","5400","0","TRAFFIC","TRAFFIC ACCIDENT-INJURY","6","6C","1153","01/07/2016","00:19:43"
"1149873","1313","19","BATTERY","242 PC BATTERY CIVILIAN","2","2B","0525","01/14/2016","00:15:03"
"1149874","2299","01","BURGLARY","459 PC BURG VEHICLE","5","5C","1661","01/15/2016","00:01:00"
"1149875","2404","0","STOLEN VEHICLE","10851(A)VC TAKE VEH W/O OWNER","6","6B","1067","01/14/2016","00:23:00"
"1149881","2404","0","STOLEN VEHICLE","10851(A)VC TAKE VEH W/O OWNER","6","6C","1132","01/02/2016","00:22:30"
"1149884","3599","63","NARCOTICS","11377(A) POSS DANGEROUS DRUG","2","2C","0614","01/14/2016","00:23:36"
"1149885","2999","05","VANDALISM","594(B)(2)(A) VANDALISM $400","2","2B","0525","01/14/2016","00:17:09"
"1149886","3599","63","NARCOTICS","11377(A) POSS DANGEROUS DRUG","2","2A","0517","01/14/2016","00:22:36"
"1149887","2999","02","VANDALISM","594(B)(1) PC VANDALISM $400","2","2C","0601","01/14/2016","00:21:40"
"1149888","2299","01","BURGLARY","459 PC BURG VEHICLE","4","4C","1261","01/14/2016","00:09:45"
"1149889","2404","0","STOLEN VEHICLE","10851(A)VC TAKE VEH W/O OWNER","5","5C","1654","01/14/2016","00:21:00"
"1149890","2399","2","LARCENY","484 PC PETTY THEFT","5","5C","1623","01/09/2016","00:13:00"
"1149891","5401","0","TRAFFIC","20002(A) HIT/RUN-FAIL INFO","2","2A","0233","01/07/2016","00:12:53"
"1149892","2404","0","STOLEN VEHICLE","10851(A)VC TAKE VEH W/O OWNER","5","5B","1633","01/14/2016","00:20:00"
"1149896","5400","1","TRAFFIC","TRAFFIC ACCIDENT-NON-INJURY","6","6A","1042","01/06/2016","00:10:50"
"1149898","2299","01","BURGLARY","459 PC BURG VEHICLE","4","4C","1301","01/15/2016","00:07:30"
"1149899","5212","78","WEAPON OFFENSE","29800(A)(1) FELON POSS GUN","1","1B","0444","01/15/2016","00:09:40"
"1149900","2399","2","LARCENY","484 PC PETTY THEFT","4","4C","1278","01/01/2016","00:08:00"
"1149902","2999","02","VANDALISM","594(B)(1) PC VANDALISM $400","5","5B","1604","01/14/2016","00:19:00"
"1149903","5400","1","TRAFFIC","TRAFFIC ACCIDENT-NON-INJURY","2","2A","0506","01/10/2016","00:03:35"
"1149904","5400","0","TRAFFIC","TRAFFIC ACCIDENT-INJURY","4","4B","1356","01/09/2016","00:15:55"
"1149905","5400","1","TRAFFIC","TRAFFIC ACCIDENT-NON-INJURY","6","6D","0834","01/11/2016","00:22:16"
"1149906","5401","0","TRAFFIC","20002(A) HIT/RUN-FAIL INFO","6","6D","0861","01/12/2016","00:08:31"
"1149913","2202","0","BURGLARY","459 PC BURG RESIDENCE-FORCE","6","6B","1038","01/13/2016","00:18:35"
"1149917","2404","0","STOLEN VEHICLE","10851(A)VC TAKE VEH W/O OWNER","3","3A","0772","01/14/2016","00:21:49"
"1149921","1313","19","BATTERY","242 PC BATTERY CIVILIAN","2","2C","0567","01/09/2016","00:11:46"
"1149925","2299","01","BURGLARY","459 PC BURG VEHICLE","1","1A","0337","01/14/2016","00:19:30"
"1149926","2399","4","LARCENY","484 PETTY THEFT/LICENSE PLATE","5","5A","1363","01/08/2016","00:16:00"
"1149931","7399","36B","SAC CITY CODE","9.16.140B TRESPASS AFTR NOTICE","3","3B","0746","01/15/2016","00:07:30"
"1149934","2404","0","STOLEN VEHICLE","10851(A)VC TAKE VEH W/O OWNER","1","1A","0106","01/15/2016","00:00:55"
"1149935","2399","4","LARCENY","484 PETTY THEFT/LICENSE PLATE","1","1B","0444","01/15/2016","00:12:30"
"1149937","2299","01","BURGLARY","459 PC BURG VEHICLE","3","3B","0768","01/14/2016","00:20:00"
"1149938","2399","2","LARCENY","484 PC PETTY THEFT","6","6D","0823","01/14/2016","00:18:07"
"1149940","2999","05","VANDALISM","594(B)(2)(A) VANDALISM $400","4","4C","1278","01/01/2016","00:03:30"
"1149943","3599","61","NARCOTICS","11350(A) POSS CONTROLLED SUBST","2","2C","0603","01/14/2016","00:20:13"
"1149950","2404","0","STOLEN VEHICLE","10851(A)VC TAKE VEH W/O OWNER","4","4A","0905","01/15/2016","00:14:00"
"1149952","2299","01","BURGLARY","459 PC BURG VEHICLE","4","4C","1227","01/11/2016","00:17:30"
"1149959","2999","02","VANDALISM","594(B)(1) PC VANDALISM $400","3","3B","0788","01/15/2016","00:14:56"
"1149960","2999","02","VANDALISM","594(B)(1) PC VANDALISM $400","2","2A","0237","01/13/2016","00:20:00"
"1149961","3599","63","NARCOTICS","11377(A) POSS DANGEROUS DRUG","6","6B","1018","01/15/2016","00:12:06"
"1149962","1210","0","ROBBERY","211 PC ROBBERY-PURSE SNATCH","3","3B","0767","01/14/2016","00:00:18"
"1149964","1299","0","ROBBERY","211 PC ROBBERY-UNSPECIFIED","5","5B","1622","01/15/2016","00:08:43"
"1149968","7399","36B","SAC CITY CODE","9.16.140B TRESPASS AFTR NOTICE","1","1B","0442","01/15/2016","00:11:58"
"1149971","2303","3","LARCENY","484 PETTY THEFT-SHOPLIFT","1","1C","0406","01/15/2016","00:14:50"
"1149972","7399","25B","CITY ORD","8.100.865A ENTER SUB-STND BLD","3","3B","0716","01/14/2016","00:13:09"
"1149973","5212","54","WEAPON OFFENSE","21310 POSS DIRK/DAGGER-FEL","3","3B","0727","01/14/2016","00:23:30"
"1149974","5212","01","WEAPON OFFENSE","417(A)1) PC BRANDISH NON-GUN","1","1C","0446","01/15/2016","00:10:58"
"1149980","2205","4","BURGLARY","459.5 BURGLARY SHOPLIFT  $950","3","3B","0747","01/13/2016","00:18:20"
"1149987","2999","02","VANDALISM","594(B)(1) PC VANDALISM $400","6","6C","1445","01/15/2016","00:14:46"
"1149988","3699","14","SEX REGISTRATI","290.010 FAIL REG DIFFERENT ADD","6","6D","0825","01/15/2016","00:15:52"
"1149994","1315","19","AGG ASSAULT","245(A)(1)AWDW-NON-FIREARM","2","2A","0504","01/14/2016","00:13:45"
"1149995","2204","0","BURGLARY","459 PC BURG RESIDENCE-NO FORCE","2","2B","0546","01/15/2016","00:15:30"
"1150001","5311","5","PUBLIC PEACE","647(F) PC DIP - DISORDERLY","1","1B","0444","01/14/2016","00:19:23"
"1150006","3562","6","NARCOTICS","11357(A) POSS CON CANN/SUPER X","6","6C","1405","01/15/2016","00:17:14"
"1150007","2205","3","BURGLARY","459.5 BURGLARY SHOPLIFT  $950","1","1C","0406","01/15/2016","00:15:32"
"1150008","2309","0","LARCENY","484 PC PETTY THEFT/OUTSIDE","3","3A","0764","01/15/2016","00:16:21"
"1150017","7399","131","SAC CITY CODE","5.108.280 ENTERTAIN PERMIT VIO","3","3M","0741","01/15/2016","00:18:28"
"1150020","2803","0","STOLEN PROP","496(A) REC STOLEN PROP-FEL","2","2B","0551","01/15/2016","00:21:37"
"1150022","2204","0","BURGLARY","459 PC BURG RESIDENCE-NO FORCE","6","6B","1054","01/05/2016","00:13:15"
"1150024","1399","4","BATTERY","243(D) BATTERY CIVILIAN W/INJ","2","2A","0517","01/15/2016","00:17:19"
"1150028","3599","22","NARCOTICS","11364 HS POSS DRUG PARAPH","6","6A","1014","01/15/2016","00:01:04"
"1150029","2404","13","AUTO THEFT","10851 VC AUTO THEFT LOCATE","6","6C","1448","01/15/2016","00:23:25"
"1150030","1315","20","AGG ASSAULT","245(A)(2) AWDW-FIREARM","6","6C","1443","01/16/2016","00:02:32"
"1150032","5400","0","TRAFFIC","TRAFFIC ACCIDENT-INJURY","3","3B","0778","01/11/2016","00:11:57"
"1150034","5400","0","TRAFFIC","TRAFFIC ACCIDENT-INJURY","3","3A","0785","01/08/2016","00:16:51"
"1150035","7000","61","INCIDENT RPT","TOWED/STORED VEH-14602.6","4","4B","1306","01/14/2016","00:14:18"
"1150036","7000","43","TOWED/STORED","TOWED/STORED VEHICLE","4","4A","0918","01/14/2016","00:17:30"
"1150037","2404","0","STOLEN VEHICLE","10851(A)VC TAKE VEH W/O OWNER","2","2A","0212","01/15/2016","00:20:30"
"1150038","7000","61","INCIDENT RPT","TOWED/STORED VEH-14602.6","5","5B","1604","01/14/2016","00:23:20"
"1150039","5401","0","TRAFFIC","20002(A) HIT/RUN-FAIL INFO","6","6B","1421","01/15/2016","00:05:00"
"1150048","2203","0","BURGLARY","459 PC BURG BUSINESS-FORCE","6","6B","1401","01/16/2016","00:01:46"
"1150049","3599","63","NARCOTICS","11377(A) POSS DANGEROUS DRUG","2","2C","0611","01/15/2016","00:08:33"
"1150051","2404","13","AUTO THEFT","10851 VC AUTO THEFT LOCATE","6","6C","1404","01/16/2016","00:08:34"
"1150053","5400","0","TRAFFIC","TRAFFIC ACCIDENT-INJURY","5","5B","1614","01/12/2016","00:21:24"
"1150055","5401","0","TRAFFIC","20002(A) HIT/RUN-FAIL INFO","5","5C","1623","01/14/2016","00:01:33"
"1150057","2404","0","STOLEN VEHICLE","10851(A)VC TAKE VEH W/O OWNER","1","1C","0429","01/13/2016","00:17:00"
"1150059","5404","000","TRAFFIC","23152(A) DUI ALCOHOL","3","3B","0746","01/16/2016","00:02:49"
"1150064","1299","0","ROBBERY","211 PC ROBBERY-UNSPECIFIED","1","1C","0409","01/14/2016","00:12:19"
"1150067","1299","0","ROBBERY","211 PC ROBBERY-UNSPECIFIED","3","3A","0721","01/16/2016","00:11:01"
"1150068","2404","0","STOLEN VEHICLE","10851(A)VC TAKE VEH W/O OWNER","4","4C","1251","01/16/2016","00:11:30"
"1150069","5005","4","OBST JUDICIARY","166(C)(1) VIOL PROTECT ORDER","3","3A","0714","01/15/2016","00:19:23"
"1150070","4801","0","OBSTRUCTING","148(A)(1)PC RESIST PEACE OFFCR","1","1A","0145","01/15/2016","00:23:15"
"1150071","2404","13","AUTO THEFT","10851 VC AUTO THEFT LOCATE","2","2B","0553","01/16/2016","00:08:30"
"1150072","7399","36B","SAC CITY CODE","9.16.140B TRESPASS AFTR NOTICE","6","6E","1115","01/14/2016","00:14:37"
"1150073","1315","19","AGG ASSAULT","245(A)(1)AWDW-NON-FIREARM","4","4A","0903","01/16/2016","00:09:04"
"1150075","2404","0","STOLEN VEHICLE","10851(A)VC TAKE VEH W/O OWNER","1","1B","0412","01/15/2016","00:14:00"
"1150079","1315","19","AGG ASSAULT","245(A)(1)AWDW-NON-FIREARM","3","3B","0746","01/16/2016","00:02:06"
"1150080","1315","19","AGG ASSAULT","245(A)(1)AWDW-NON-FIREARM","3","3A","0706","01/16/2016","00:02:44"
"1150084","2205","3","BURGLARY","459.5 BURGLARY SHOPLIFT  $950","2","2C","0616","01/16/2016","00:14:15"
"1150085","2399","4","LARCENY","484 PETTY THEFT/LICENSE PLATE","1","1B","0412","01/10/2016","00:23:00"
"1150086","2999","05","VANDALISM","594(B)(2)(A) VANDALISM $400","5","5C","1653","01/11/2016","00:21:30"
"1150087","3599","63","NARCOTICS","11377(A) POSS DANGEROUS DRUG","5","5B","1618","01/15/2016","00:22:45"
"1150088","2399","2","LARCENY","484 PC PETTY THEFT","6","6B","1401","01/16/2016","00:14:19"
"1150089","5404","000","TRAFFIC","23152(A) DUI ALCOHOL","6","6C","1111","01/15/2016","00:21:15"
"1150091","2404","0","STOLEN VEHICLE","10851(A)VC TAKE VEH W/O OWNER","6","6E","0877","01/16/2016","00:13:00"
"1150092","5404","16","TRAFFIC","23152(E) DUI DRUGS","2","2A","0507","01/16/2016","00:07:37"
"1150093","1299","0","ROBBERY","211 PC ROBBERY-UNSPECIFIED","6","6B","1084","01/16/2016","00:11:50"
"1150102","3599","22","NARCOTICS","11364 HS POSS DRUG PARAPH","6","6B","1056","01/16/2016","00:04:10"
"1150107","2399","2","LARCENY","484 PC PETTY THEFT","2","2C","0619","01/16/2016","00:19:30"
"1150108","5213","5","WEAPON OFFENSE","246.3(A) PC NEGL DISCH FIREARM","2","2B","0545","01/16/2016","00:01:40"
"1150109","2202","0","BURGLARY","459 PC BURG RESIDENCE-FORCE","6","6A","1071","01/07/2016","00:07:31"
"1150110","2204","0","BURGLARY","459 PC BURG RESIDENCE-NO FORCE","1","1B","0423","01/15/2016","00:22:00"
"1150111","2203","0","BURGLARY","459 PC BURG BUSINESS-FORCE","6","6C","1113","01/16/2016","00:04:54"
"1150112","2202","0","BURGLARY","459 PC BURG RESIDENCE-FORCE","2","2B","0527","01/16/2016","00:01:06"
"1150114","5400","3","TRAFFIC","TRAFFIC ACCIDENT-FATAL","4","4A","0905","01/10/2016","00:09:17"
"1150117","5400","1","TRAFFIC","TRAFFIC ACCIDENT-NON-INJURY","2","2B","0537","01/14/2016","00:15:26"
"1150118","5400","0","TRAFFIC","TRAFFIC ACCIDENT-INJURY","5","5A","1363","01/14/2016","00:20:34"
"1150119","5012","0","OBST JUDICIARY","1203.2 PC VIOL OF PROBATION","5","5C","1606","01/16/2016","00:17:13"
"1150120","2204","0","BURGLARY","459 PC BURG RESIDENCE-NO FORCE","6","6D","0834","01/15/2016","00:09:00"
"1150121","3599","35","NARCOTICS","11378 HS POSS CNTRL SUB/SALE","5","5A","1391","01/15/2016","00:10:59"
"1150125","1315","19","AGG ASSAULT","245(A)(1)AWDW-NON-FIREARM","4","4B","1326","01/16/2016","00:19:26"
"1150127","1399","6","ASSAULT","368(B)(1) CRUELTY ELDER W/INJ","2","2A","0515","01/16/2016","00:15:26"
"1150128","3522","11","NARCOTIC","11351 HS POSS/SALE OPIATE/NARC","6","6A","1022","01/16/2016","00:15:51"
"1150129","2404","13","AUTO THEFT","10851 VC AUTO THEFT LOCATE","6","6B","1019","01/16/2016","00:18:23"
"1150130","2303","3","LARCENY","484 PETTY THEFT-SHOPLIFT","4","4C","1287","01/16/2016","00:19:03"
"1150132","5311","5","PUBLIC PEACE","647(F) PC DIP - DISORDERLY","2","2B","0526","01/16/2016","00:19:21"
"1150133","3599","22","NARCOTICS","11364 HS POSS DRUG PARAPH","1","1C","0414","01/16/2016","00:20:15"
"1150136","3599","51","NARCOTICS","4573.6 POSS DRUGS IN JAIL/PRIS","4","4B","0969","01/16/2016","00:21:30"
"1150137","2202","0","BURGLARY","459 PC BURG RESIDENCE-FORCE","3","3B","0737","01/17/2016","00:02:26"
"1150138","5400","0","TRAFFIC","TRAFFIC ACCIDENT-INJURY","2","2C","0567","01/15/2016","00:20:53"
"1150144","1299","2","ROBBERY","211 PC ROBBERY-BUSINESS","4","4B","0978","01/16/2016","00:19:45"
"1150148","2404","0","STOLEN VEHICLE","10851(A)VC TAKE VEH W/O OWNER","5","5B","1604","01/16/2016","00:17:21"
"1150149","1315","19","AGG ASSAULT","245(A)(1)AWDW-NON-FIREARM","5","5A","1501","01/16/2016","00:16:53"
"1150152","1313","19","BATTERY","242 PC BATTERY CIVILIAN","3","3A","0763","01/17/2016","00:02:11"
"1150153","2399","4","LARCENY","484 PETTY THEFT/LICENSE PLATE","5","5B","1633","01/16/2016","00:15:21"
"1150154","5213","5","WEAPON OFFENSE","246.3(A) PC NEGL DISCH FIREARM","2","2A","0503","01/16/2016","00:02:14"
"1150155","5213","4","WEAPON OFFENSE","246 PC SHOOT OCCUP DWELL/VEH","6","6C","1404","01/16/2016","00:00:21"
