"Record ID","Offense Code","Offense Ext","Offense Category","Description","Police District","Beat","Grid","Occurence Date","Occurence Time"
"1078909","2404","0","STOLEN VEHICLE","10851(A)VC TAKE VEH W/O OWNER","6","6C","1443","01/27/2015","00:15:00"
"1078911","2404","0","STOLEN VEHICLE","10851(A)VC TAKE VEH W/O OWNER","5","5A","1365","01/24/2015","00:20:00"
"1078912","2404","0","STOLEN VEHICLE","10851(A)VC TAKE VEH W/O OWNER","1","1A","0306","01/25/2015","00:20:00"
"1078913","2399","2","LARCENY","484 PC PETTY THEFT","2","2C","0619","01/17/2015","00:14:00"
"1078914","2399","4","LARCENY","484 PETTY THEFT/LICENSE PLATE","6","6A","1031","01/20/2015","00:20:00"
"1078916","2404","0","STOLEN VEHICLE","10851(A)VC TAKE VEH W/O OWNER","4","4C","1296","01/25/2015","00:16:00"
"1078917","2404","0","STOLEN VEHICLE","10851(A)VC TAKE VEH W/O OWNER","4","4B","1336","01/27/2015","00:10:10"
"1078918","2399","2","LARCENY","484 PC PETTY THEFT","4","4B","1356","01/27/2015","00:16:55"
"1078919","2399","2","LARCENY","484 PC PETTY THEFT","6","6A","1014","01/25/2015","00:01:30"
"1078920","5404","000","TRAFFIC","23152(A) DUI ALCOHOL","3","3M","0735","01/18/2015","00:01:22"
"1078921","2404","0","STOLEN VEHICLE","10851(A)VC TAKE VEH W/O OWNER","2","2C","0628","01/27/2015","00:07:55"
"1078922","2404","0","STOLEN VEHICLE","10851(A)VC TAKE VEH W/O OWNER","2","2C","0619","01/27/2015","00:17:30"
"1078923","5404","16","TRAFFIC","23152(E) DUI DRUGS","6","6C","1441","01/23/2015","00:14:09"
"1078924","7399","36B","SAC CITY CODE","9.16.140B TRESPASS AFTR NOTICE","2","2C","0619","01/23/2015","00:20:49"
"1078925","5311","5","PUBLIC PEACE","647(F) PC DIP - DISORDERLY","6","6E","0888","01/24/2015","00:02:21"
"1078926","3599","22","NARCOTICS","11364 HS POSS DRUG PARAPH","6","6E","0899","01/25/2015","00:23:21"
"1078927","4801","0","OBSTRUCTING","148(A)(1)PC RESIST PEACE OFFCR","4","4B","0969","01/26/2015","00:02:45"
"1078929","3560","1","NARCOTICS","11359 HS POSS FOR SALE MARIJ","6","6A","1032","01/26/2015","00:15:10"
"1078930","5212","54","WEAPON OFFENSE","21310 POSS DIRK/DAGGER-FEL","2","2B","0564","01/26/2015","00:11:15"
"1078931","7399","62","SAC CITY CODE","12.52.030(A) UNLAWFUL CAMP-PUB","6","6D","0841","01/26/2015","00:15:04"
"1078932","5212","58","WEAPON OFFENSE","22010 POSS NUNCHAKU","2","2A","0515","01/26/2015","00:15:13"
"1078933","5212","78A","WEAPON OFFENSE","29805 POSS GUN W/PRIORS-FEL","5","5B","1369","01/26/2015","00:16:46"
"1078934","3599","22","NARCOTICS","11364 HS POSS DRUG PARAPH","6","6C","1409","01/26/2015","00:17:20"
"1078936","5202","12","WEAPON OFFENSE","25400(A)(1) CCW IN VEHICLE-MIS","1","1A","0106","01/26/2015","00:23:01"
"1078937","2501","0","FORGERY","470(D) FORGERY - CHECKS ETC","6","6E","0888","01/26/2015","00:22:53"
"1078939","2404","0","STOLEN VEHICLE","10851(A)VC TAKE VEH W/O OWNER","4","4B","0976","01/27/2015","00:01:30"
"1078941","3599","22","NARCOTICS","11364 HS POSS DRUG PARAPH","2","2C","0605","01/27/2015","00:12:50"
"1078942","3599","22","NARCOTICS","11364 HS POSS DRUG PARAPH","6","6E","1116","01/27/2015","00:18:16"
"1078943","2404","0","STOLEN VEHICLE","10851(A)VC TAKE VEH W/O OWNER","5","5A","1398","01/27/2015","00:18:14"
"1078947","1315","19","AGG ASSAULT","245(A)(1)AWDW-NON-FIREARM","5","5B","1616","01/27/2015","00:11:07"
"1078948","5011","2","OBST JUDICIARY","3455(A)(4) PC FLASH PAROLE HLD","3","3A","0706","01/27/2015","00:13:20"
"1078951","2309","0","LARCENY","484 PC PETTY THEFT/OUTSIDE","6","6D","0853","01/26/2015","00:16:45"
"1078954","7399","62","SAC CITY CODE","12.52.030(A) UNLAWFUL CAMP-PUB","6","6D","0831","01/27/2015","00:02:39"
"1078955","3599","63","NARCOTICS","11377(A) POSS DANGEROUS DRUG","2","2B","0552","01/27/2015","00:02:28"
"1078957","3599","61","NARCOTICS","11350(A) POSS CONTROLLED SUBST","3","3B","0727","01/27/2015","00:16:52"
"1078963","2099","9","ARSON","452(D)PC CAUSE FIRE OF PROPERT","3","3A","0764","01/20/2015","00:22:09"
"1078964","2404","0","STOLEN VEHICLE","10851(A)VC TAKE VEH W/O OWNER","4","4B","1336","01/24/2015","00:17:00"
"1078967","2404","13","AUTO THEFT","10851 VC AUTO THEFT LOCATE","5","5C","1644","01/27/2015","00:10:38"
"1078968","2404","13","AUTO THEFT","10851 VC AUTO THEFT LOCATE","6","6D","0851","01/27/2015","00:10:56"
"1078969","2404","13","AUTO THEFT","10851 VC AUTO THEFT LOCATE","3","3M","0742","01/26/2015","00:16:11"
"1078970","2404","13","AUTO THEFT","10851 VC AUTO THEFT LOCATE","2","2B","0563","01/26/2015","00:11:02"
"1078976","7399","62","SAC CITY CODE","12.52.030(A) UNLAWFUL CAMP-PUB","3","3A","0706","01/27/2015","00:06:42"
"1078984","2404","0","STOLEN VEHICLE","10851(A)VC TAKE VEH W/O OWNER","3","3B","0728","01/26/2015","00:19:49"
"1078993","2999","05","VANDALISM","594(B)(2)(A) VANDALISM $400","2","2C","0603","01/26/2015","00:20:48"
"1079001","5299","99","WEAPON OFFENSE","WEAPON OFFENSE-MISCELLANEOUS","4","4A","0936","01/27/2015","00:14:13"
"1079002","2505","0","FORGERY","FORGERY-PASSING COUNTERFEIT","6","6E","0888","01/26/2015","00:03:40"
"1079005","2999","02","VANDALISM","594(B)(1) PC VANDALISM $400","4","4B","0967","01/26/2015","00:20:33"
"1079006","2399","4","LARCENY","484 PETTY THEFT/LICENSE PLATE","5","5B","1621","01/27/2015","00:17:33"
"1079007","2399","4","LARCENY","484 PETTY THEFT/LICENSE PLATE","4","4A","0916","01/27/2015","00:08:00"
"1079009","2202","0","BURGLARY","459 PC BURG RESIDENCE-FORCE","3","3B","0766","01/27/2015","00:14:30"
"1079011","1299","2","ROBBERY","211 PC ROBBERY-BUSINESS","1","1C","0406","01/27/2015","00:10:16"
"1079012","5311","53","PUBLIC PEACE","647(F) DIP/REPEAT OFF 647D(B)","6","6E","1116","01/22/2015","00:19:36"
"1079013","1399","4","BATTERY","243(D) BATTERY CIVILIAN W/INJ","1","1C","0425","01/26/2015","00:21:30"
"1079014","2303","3","LARCENY","484 PETTY THEFT-SHOPLIFT","2","2C","0619","01/20/2015","00:13:30"
"1079016","2303","3","LARCENY","484 PETTY THEFT-SHOPLIFT","2","2C","0619","01/20/2015","00:17:50"
"1079017","2303","3","LARCENY","484 PETTY THEFT-SHOPLIFT","6","6C","1111","01/22/2015","00:12:55"
"1079018","2303","3","LARCENY","484 PETTY THEFT-SHOPLIFT","1","1A","0328","01/22/2015","00:16:20"
"1079019","2303","3","LARCENY","484 PETTY THEFT-SHOPLIFT","1","1A","0328","01/22/2015","00:19:30"
"1079020","2303","3","LARCENY","484 PETTY THEFT-SHOPLIFT","6","6C","1111","01/23/2015","00:13:26"
"1079021","2303","3","LARCENY","484 PETTY THEFT-SHOPLIFT","6","6C","1111","01/23/2015","00:13:57"
"1079022","2303","3","LARCENY","484 PETTY THEFT-SHOPLIFT","6","6C","1111","01/24/2015","00:09:59"
"1079023","2303","3","LARCENY","484 PETTY THEFT-SHOPLIFT","1","1A","0328","01/24/2015","00:13:30"
"1079024","1315","19","AGG ASSAULT","245(A)(1)AWDW-NON-FIREARM","3","3A","0707","01/26/2015","00:23:03"
"1079025","2303","3","LARCENY","484 PETTY THEFT-SHOPLIFT","1","1A","0337","01/25/2015","00:13:18"
"1079027","1299","2","ROBBERY","211 PC ROBBERY-BUSINESS","3","3M","0742","01/26/2015","00:20:37"
"1079030","2303","3","LARCENY","484 PETTY THEFT-SHOPLIFT","1","1C","0309","01/25/2015","00:18:54"
"1079031","2203","0","BURGLARY","459 PC BURG BUSINESS-FORCE","6","6E","0876","01/25/2015","00:23:21"
"1079032","2404","0","STOLEN VEHICLE","10851(A)VC TAKE VEH W/O OWNER","3","3A","0763","01/27/2015","00:18:30"
"1079035","2999","05","VANDALISM","594(B)(2)(A) VANDALISM $400","3","3M","0734","01/27/2015","00:20:41"
"1079037","1313","19","BATTERY","242 PC BATTERY CIVILIAN","4","4A","0906","01/26/2015","00:18:36"
"1079038","2202","0","BURGLARY","459 PC BURG RESIDENCE-FORCE","5","5C","1635","01/19/2015","00:12:00"
"1079041","2204","0","BURGLARY","459 PC BURG RESIDENCE-NO FORCE","4","4B","0967","01/26/2015","00:12:00"
"1079042","2399","2","LARCENY","484 PC PETTY THEFT","2","2C","0619","01/26/2015","00:17:15"
"1079043","7000","43","TOWED/STORED","TOWED/STORED VEHICLE","5","5B","1604","01/23/2015","00:22:53"
"1079045","2803","0","STOLEN PROP","496(A) REC STOLEN PROP-FEL","2","2C","0558","01/27/2015","00:03:36"
"1079046","2308","0","LARCENY","484 PC PETTY THEFT/INSIDE","4","4B","0976","01/26/2015","00:18:30"
"1079047","7000","61","INCIDENT RPT","TOWED/STORED VEH-14602.6","3","3B","0727","01/24/2015","00:00:32"
"1079048","5401","2","ACCIDENT","20001(A) VC HIT/RUN INJ/DEATH","1","1C","0419","01/24/2015","00:01:16"
"1079049","2303","3","LARCENY","484 PETTY THEFT-SHOPLIFT","2","2C","0619","01/26/2015","00:17:30"
"1079050","7000","61","INCIDENT RPT","TOWED/STORED VEH-14602.6","4","4B","0969","01/24/2015","00:15:52"
"1079051","7000","61","INCIDENT RPT","TOWED/STORED VEH-14602.6","4","4B","0989","01/25/2015","00:02:37"
"1079052","2404","13","AUTO THEFT","10851 VC AUTO THEFT LOCATE","5","5A","1502","01/26/2015","00:18:56"
"1079053","7000","61","INCIDENT RPT","TOWED/STORED VEH-14602.6","2","2A","0222","01/25/2015","00:14:26"
"1079054","7000","43","TOWED/STORED","TOWED/STORED VEHICLE","2","2A","0516","01/25/2015","00:15:43"
"1079055","7000","43","TOWED/STORED","TOWED/STORED VEHICLE","1","1A","0106","01/25/2015","00:15:51"
"1079056","7000","43","TOWED/STORED","TOWED/STORED VEHICLE","2","2B","0564","01/25/2015","00:17:32"
"1079057","7000","43","TOWED/STORED","TOWED/STORED VEHICLE","3","3B","0716","01/25/2015","00:17:51"
"1079058","1203","0","ROBBERY","211 PC ROBBERY-SHOPLIFT","1","1A","0337","01/27/2015","00:14:29"
"1079059","5212","78","WEAPON OFFENSE","29800(A)(1) FELON POSS GUN","1","1B","0401","01/27/2015","00:17:03"
"1079061","1313","19","BATTERY","242 PC BATTERY CIVILIAN","1","1B","0401","01/27/2015","00:16:22"
"1079063","7000","43","TOWED/STORED","TOWED/STORED VEHICLE","3","3B","0747","01/25/2015","00:19:03"
"1079064","7000","61","INCIDENT RPT","TOWED/STORED VEH-14602.6","6","6E","0888","01/26/2015","00:00:17"
"1079067","2202","0","BURGLARY","459 PC BURG RESIDENCE-FORCE","1","1B","0434","01/25/2015","00:16:00"
"1079068","7000","43","TOWED/STORED","TOWED/STORED VEHICLE","4","4A","0906","01/26/2015","00:08:51"
"1079069","7000","43","TOWED/STORED","TOWED/STORED VEHICLE","6","6A","1032","01/26/2015","00:16:34"
"1079070","7000","61","INCIDENT RPT","TOWED/STORED VEH-14602.6","2","2B","0544","01/26/2015","00:16:52"
"1079080","5400","0","TRAFFIC","TRAFFIC ACCIDENT-INJURY","5","5B","1621","01/20/2015","00:07:33"
"1079081","5400","0","TRAFFIC","TRAFFIC ACCIDENT-INJURY","2","2A","0237","01/24/2015","00:11:04"
"1079082","5400","0","TRAFFIC","TRAFFIC ACCIDENT-INJURY","1","1A","0356","01/26/2015","00:18:02"
"1079083","5707","08","TREPASS","602(H)(1)TRESPASS POSTED LAND","5","5C","1624","01/28/2015","00:00:52"
"1079087","5400","0","TRAFFIC","TRAFFIC ACCIDENT-INJURY","3","3A","0707","01/17/2015","00:07:07"
"1079091","5400","0","TRAFFIC","TRAFFIC ACCIDENT-INJURY","3","3A","0725","01/24/2015","00:15:04"
"1079094","5400","0","TRAFFIC","TRAFFIC ACCIDENT-INJURY","1","1A","0333","01/23/2015","00:07:40"
"1079096","2099","4","ARSON","451(D) PC ARSON OF PROPERTY","2","2B","0563","01/27/2015","00:20:00"
"1079097","1313","19","BATTERY","242 PC BATTERY CIVILIAN","4","4B","0988","01/27/2015","00:11:40"
"1079098","5400","0","TRAFFIC","TRAFFIC ACCIDENT-INJURY","3","3B","0718","01/23/2015","00:19:54"
"1079100","2501","0","FORGERY","470(D) FORGERY - CHECKS ETC","2","2B","0543","01/28/2015","00:09:21"
"1079101","1313","19","BATTERY","242 PC BATTERY CIVILIAN","5","5C","1647","01/26/2015","00:17:20"
"1079109","2399","4","LARCENY","484 PETTY THEFT/LICENSE PLATE","2","2C","0567","01/22/2015","00:00:00"
"1079112","2399","4","LARCENY","484 PETTY THEFT/LICENSE PLATE","6","6C","1445","01/21/2015","00:00:00"
"1079114","2399","4","LARCENY","484 PETTY THEFT/LICENSE PLATE","5","5C","1637","01/21/2015","00:00:00"
"1079118","2399","4","LARCENY","484 PETTY THEFT/LICENSE PLATE","2","2A","0231","01/21/2015","00:20:00"
"1079122","2399","2","LARCENY","484 PC PETTY THEFT","4","4B","0986","01/27/2015","00:22:00"
"1079123","2501","01","FORGERY","476 PC PASS FICTICIOUS CHECK","2","2B","0553","01/27/2015","00:12:30"
"1079127","2604","42","FRAUD","530.5(A) GET CRED W/OTH ID-FEL","6","6A","1031","01/28/2015","00:13:02"
"1079130","5005","1","OBST JUDICIARY","166(A)(2) DISORDRLY CONDCT CRT","4","4C","1278","01/02/2015","00:08:00"
"1079133","2399","4","LARCENY","484 PETTY THEFT/LICENSE PLATE","6","6C","1441","01/27/2015","00:23:00"
"1079136","1313","19","BATTERY","242 PC BATTERY CIVILIAN","5","5A","1371","01/07/2015","00:11:45"
"1079137","2299","01","BURGLARY","459 PC BURG VEHICLE","6","6B","1077","01/21/2015","00:08:00"
"1079142","2399","2","LARCENY","484 PC PETTY THEFT","2","2C","0604","01/28/2015","00:15:13"
"1079143","3563","0","NARCOTICS","11358 HS CULTIVATE MARIJUANA","6","6B","1084","01/28/2015","00:00:15"
"1079148","2399","2","LARCENY","484 PC PETTY THEFT","6","6E","1101","01/28/2015","00:10:00"
"1079151","2399","4","LARCENY","484 PETTY THEFT/LICENSE PLATE","3","3B","0736","01/28/2015","00:16:16"
"1079152","1212","0","ROBBERY","215(A) PC CARJACKING","6","6E","1116","01/27/2015","00:21:00"
"1079153","2404","0","STOLEN VEHICLE","10851(A)VC TAKE VEH W/O OWNER","5","5A","1391","01/28/2015","00:02:33"
"1079154","1315","19","AGG ASSAULT","245(A)(1)AWDW-NON-FIREARM","6","6A","1032","01/27/2015","00:21:22"
"1079155","1315","19","AGG ASSAULT","245(A)(1)AWDW-NON-FIREARM","2","2B","0541","01/27/2015","00:11:55"
"1079158","5404","000","TRAFFIC","23152(A) DUI ALCOHOL","5","5A","1393","01/28/2015","00:03:41"
"1079159","5212","78","WEAPON OFFENSE","29800(A)(1) FELON POSS GUN","6","6A","1081","01/27/2015","00:14:59"
"1079161","2399","4","LARCENY","484 PETTY THEFT/LICENSE PLATE","1","1C","0438","01/21/2015","00:19:00"
"1079163","5499","143","TRAFFIC","2800.2(A) VC EVADE RECKLES-FEL","1","1C","0449","01/27/2015","00:18:10"
"1079164","7399","36B","SAC CITY CODE","9.16.140B TRESPASS AFTR NOTICE","5","5C","1624","01/27/2015","00:19:31"
"1079165","3560","1","NARCOTICS","11359 HS POSS FOR SALE MARIJ","1","1C","0409","01/27/2015","00:22:35"
"1079166","7000","43","TOWED/STORED","TOWED/STORED VEHICLE","6","6C","1403","01/27/2015","00:08:25"
"1079167","3560","1","NARCOTICS","11359 HS POSS FOR SALE MARIJ","2","2B","0523","01/28/2015","00:01:31"
"1079168","7000","61","INCIDENT RPT","TOWED/STORED VEH-14602.6","6","6E","0899","01/27/2015","00:16:55"
"1079169","3599","22","NARCOTICS","11364 HS POSS DRUG PARAPH","2","2A","0516","01/28/2015","00:02:01"
"1079170","5404","000","TRAFFIC","23152(A) DUI ALCOHOL","4","4B","0988","01/28/2015","00:03:36"
"1079171","7000","43","TOWED/STORED","TOWED/STORED VEHICLE","2","2A","0502","01/27/2015","00:17:24"
"1079172","3562","0","NARCOTICS","11357(B)HS POSS -28.5GR MARIJ","5","5C","1607","01/28/2015","00:04:58"
"1079173","7000","61","INCIDENT RPT","TOWED/STORED VEH-14602.6","1","1A","0131","01/27/2015","00:17:31"
"1079176","7000","61","INCIDENT RPT","TOWED/STORED VEH-14602.6","5","5B","1614","01/27/2015","00:22:38"
"1079177","7000","43","TOWED/STORED","TOWED/STORED VEHICLE","2","2C","0620","01/27/2015","00:13:38"
"1079179","1299","2","ROBBERY","211 PC ROBBERY-BUSINESS","4","4B","0988","01/28/2015","00:12:00"
"1079180","2202","0","BURGLARY","459 PC BURG RESIDENCE-FORCE","4","4A","0955","01/27/2015","00:15:30"
"1079184","2399","4","LARCENY","484 PETTY THEFT/LICENSE PLATE","3","3A","0765","01/27/2015","00:19:20"
"1079186","2404","0","STOLEN VEHICLE","10851(A)VC TAKE VEH W/O OWNER","2","2B","0553","01/27/2015","00:11:00"
"1079187","2404","0","STOLEN VEHICLE","10851(A)VC TAKE VEH W/O OWNER","6","6D","0847","01/27/2015","00:18:15"
"1079189","2404","13","AUTO THEFT","10851 VC AUTO THEFT LOCATE","6","6B","1019","01/27/2015","00:11:22"
"1079191","7399","36B","SAC CITY CODE","9.16.140B TRESPASS AFTR NOTICE","2","2A","0505","01/28/2015","00:15:15"
"1079193","2205","3","BURGLARY","459.5 BURGLARY SHOPLIFT  $950","2","2C","0619","01/28/2015","00:11:43"
"1079196","7399","36B","SAC CITY CODE","9.16.140B TRESPASS AFTR NOTICE","5","5C","1624","01/28/2015","00:15:39"
"1079197","3532","1","DANGEROUS DRUG","11351 HS POSS/SALE COCAINE","3","3A","0715","01/28/2015","00:16:12"
"1079198","3599","63","NARCOTICS","11377(A) POSS DANGEROUS DRUG","3","3M","0735","01/28/2015","00:17:50"
"1079199","4801","0","OBSTRUCTING","148(A)(1)PC RESIST PEACE OFFCR","3","3B","0718","01/28/2015","00:18:57"
"1079205","2404","0","STOLEN VEHICLE","10851(A)VC TAKE VEH W/O OWNER","6","6B","1421","01/28/2015","00:02:55"
"1079214","2303","3","LARCENY","484 PETTY THEFT-SHOPLIFT","3","3B","0727","01/28/2015","00:17:57"
"1079218","1313","19","BATTERY","242 PC BATTERY CIVILIAN","3","3A","0735","01/24/2015","00:11:15"
"1079219","2202","0","BURGLARY","459 PC BURG RESIDENCE-FORCE","3","3B","0768","01/27/2015","00:14:54"
"1079220","1313","19","BATTERY","242 PC BATTERY CIVILIAN","3","3A","0765","01/18/2015","00:22:00"
"1079221","1313","19","BATTERY","242 PC BATTERY CIVILIAN","5","5A","1502","01/23/2015","00:22:00"
"1079223","3599","22","NARCOTICS","11364 HS POSS DRUG PARAPH","2","2A","0233","01/28/2015","00:03:17"
"1079225","5404","000","TRAFFIC","23152(A) DUI ALCOHOL","3","3M","0735","01/25/2015","00:02:04"
"1079227","5404","000","TRAFFIC","23152(A) DUI ALCOHOL","1","1B","0412","01/28/2015","00:17:54"
"1079228","5400","0","TRAFFIC","TRAFFIC ACCIDENT-INJURY","2","2A","0223","01/26/2015","00:20:53"
"1079231","2505","0","FORGERY","FORGERY-PASSING COUNTERFEIT","2","2C","0558","01/28/2015","00:16:50"
"1079232","2202","0","BURGLARY","459 PC BURG RESIDENCE-FORCE","3","3A","0786","01/26/2015","00:21:00"
"1079234","2202","0","BURGLARY","459 PC BURG RESIDENCE-FORCE","4","4A","0908","01/27/2015","00:19:00"
"1079241","5400","0","TRAFFIC","TRAFFIC ACCIDENT-INJURY","1","1A","0343","01/25/2015","00:18:16"
"1079263","2404","0","STOLEN VEHICLE","10851(A)VC TAKE VEH W/O OWNER","4","4A","0955","01/28/2015","00:22:00"
"1079269","2404","0","STOLEN VEHICLE","10851(A)VC TAKE VEH W/O OWNER","5","5C","1654","01/29/2015","00:06:50"
"1079271","5212","01","WEAPON OFFENSE","417(A)1) PC BRANDISH NON-GUN","4","4A","0912","01/28/2015","00:12:30"
"1079273","2299","01","BURGLARY","459 PC BURG VEHICLE","6","6B","1402","01/18/2015","00:00:00"
"1079275","2299","01","BURGLARY","459 PC BURG VEHICLE","3","3B","0736","01/23/2015","00:23:00"
"1079276","2399","2","LARCENY","484 PC PETTY THEFT","6","6B","1421","01/28/2015","00:19:00"
"1079277","2399","2","LARCENY","484 PC PETTY THEFT","6","6D","0841","01/26/2015","00:07:30"
"1079278","2399","4","LARCENY","484 PETTY THEFT/LICENSE PLATE","6","6C","1445","01/28/2015","00:19:00"
"1079279","2404","0","STOLEN VEHICLE","10851(A)VC TAKE VEH W/O OWNER","6","6B","1067","01/28/2015","00:20:00"
"1079281","3599","35","NARCOTICS","11378 HS POSS CNTRL SUB/SALE","UI","UI","UI","01/28/2015","00:16:30"
"1079283","1313","19","BATTERY","242 PC BATTERY CIVILIAN","6","6B","1058","01/28/2015","00:16:30"
"1079284","2404","0","STOLEN VEHICLE","10851(A)VC TAKE VEH W/O OWNER","5","5B","1399","01/28/2015","00:23:00"
"1079286","2404","0","STOLEN VEHICLE","10851(A)VC TAKE VEH W/O OWNER","2","2A","0236","01/21/2015","00:07:00"
"1079287","2399","4","LARCENY","484 PETTY THEFT/LICENSE PLATE","1","1B","0412","01/28/2015","00:17:30"
"1079288","2404","0","STOLEN VEHICLE","10851(A)VC TAKE VEH W/O OWNER","4","4B","1336","01/28/2015","00:23:00"
"1079289","2799","5","FRAUD","484B PC DIVERSION OF FUNDS","5","5C","1623","01/29/2015","00:12:57"
"1079290","2604","42","FRAUD","530.5(A) GET CRED W/OTH ID-FEL","2","2C","0567","01/29/2015","00:13:36"
"1079291","2399","2","LARCENY","484 PC PETTY THEFT","2","2B","0525","01/22/2015","00:08:00"
"1079295","2399","2","LARCENY","484 PC PETTY THEFT","2","2A","0236","01/27/2015","00:20:00"
"1079300","2404","0","STOLEN VEHICLE","10851(A)VC TAKE VEH W/O OWNER","2","2C","0619","01/29/2015","00:14:30"
"1079305","2399","4","LARCENY","484 PETTY THEFT/LICENSE PLATE","6","6B","1019","01/23/2015","00:05:00"
"1079306","3599","62","NARCOTICS","11377(A) POSS DAN DRUG/SUPER X","UI","UI","UI","01/28/2015","00:15:09"
"1079307","4803","3","OBSTRUCTING","148.9(A) PC FALSE ID TO OFCR","3","3B","0718","01/29/2015","00:08:40"
"1079308","3599","36","NARCOTICS","11364.1(A) POSS UNLAWFUL PARAP","1","1A","0307","01/29/2015","00:01:56"
"1079309","3580","0","NARCOTICS","11379(A)HS SALE/TRANS CNTL SUB","6","6E","1102","01/28/2015","00:23:19"
"1079310","2803","05","STOLEN PROP","496(A) REC STOLEN PROP-MISD","2","2C","0602","01/28/2015","00:21:48"
"1079311","5311","1","PUBLIC PEACE","415(1) PC DISTURB PEACE/FIGHT","6","6A","1014","01/28/2015","00:14:59"
"1079313","1313","13","BATTERY","243.6 BATTERY SCHOOL EMP-MISD","5","5B","1367","01/28/2015","00:13:00"
"1079314","5011","0","OBST JUDICIARY","3056 PAROLE VIOLATION","2","2C","0606","01/28/2015","00:16:55"
"1079315","3599","22","NARCOTICS","11364 HS POSS DRUG PARAPH","4","4C","1279","01/28/2015","00:23:22"
"1079316","5707","0","PRIVACY","602 PC TRESPASS","5","5C","1607","01/28/2015","00:22:38"
"1079317","2399","4","LARCENY","484 PETTY THEFT/LICENSE PLATE","1","1C","0406","01/26/2015","00:16:30"
"1079318","5212","59","WEAPON OFFENSE","22210 POSS BILLYCLUB, SAP, ETC","UI","UI","UI","01/28/2015","00:22:48"
"1079321","5707","6","TRESPASS","602(L)(1)TRESPASS REFUSE TO LV","1","1C","0309","01/29/2015","00:12:03"
"1079323","2399","4","LARCENY","484 PETTY THEFT/LICENSE PLATE","6","6E","0888","01/22/2015","00:21:00"
"1079325","5311","52","DISORDERLY","647(F) PC PUB INTOX-DETOX ONLY","4","4B","0969","01/29/2015","00:00:58"
"1079326","5499","117","FRAUD","4462.5 VC FALSE TAB/AVOID REG","3","3B","0716","01/29/2015","00:01:07"
"1079327","3599","22","NARCOTICS","11364 HS POSS DRUG PARAPH","6","6B","1064","01/29/2015","00:02:42"
"1079328","5299","119","WEAPON OFFENSE","22810(A) FEL POSS TEARGAS-FEL","6","6A","1032","01/29/2015","00:08:26"
"1079329","7399","36B","SAC CITY CODE","9.16.140B TRESPASS AFTR NOTICE","4","4B","1354","01/26/2015","00:17:11"
"1079333","1299","0","ROBBERY","211 PC ROBBERY-UNSPECIFIED","5","5C","1634","01/26/2015","00:18:00"
"1079334","2204","0","BURGLARY","459 PC BURG RESIDENCE-NO FORCE","1","1A","0102","01/20/2015","00:20:30"
"1079335","5399","01","PUBLIC PEACE","415(2) PC DIST PEACE NOISE","3","3B","0748","01/27/2015","00:15:32"
"1079336","2202","0","BURGLARY","459 PC BURG RESIDENCE-FORCE","5","5B","1369","01/27/2015","00:07:00"
"1079337","1313","19","BATTERY","242 PC BATTERY CIVILIAN","3","3B","0748","01/27/2015","00:15:15"
"1079339","2404","13","AUTO THEFT","10851 VC AUTO THEFT LOCATE","4","4A","1206","01/29/2015","00:08:47"
"1079344","2303","3","LARCENY","484 PETTY THEFT-SHOPLIFT","2","2C","0619","01/27/2015","00:15:59"
"1079349","2204","0","BURGLARY","459 PC BURG RESIDENCE-NO FORCE","4","4C","1294","01/27/2015","00:08:00"
"1079351","2404","0","STOLEN VEHICLE","10851(A)VC TAKE VEH W/O OWNER","6","6E","0899","01/29/2015","00:00:30"
"1079352","3599","22","NARCOTICS","11364 HS POSS DRUG PARAPH","2","2B","0563","01/29/2015","00:12:39"
"1079358","2303","1","LARCENY","487(A) PC GRAND THEFT $950","2","2A","0226","01/28/2015","00:19:34"
"1079359","3599","62","NARCOTICS","11377(A) POSS DAN DRUG/SUPER X","3","3B","0717","01/29/2015","00:10:47"
"1079360","2303","1","LARCENY","487(A) PC GRAND THEFT $950","2","2C","0602","01/06/2015","00:14:30"
"1079361","2202","0","BURGLARY","459 PC BURG RESIDENCE-FORCE","2","2B","0563","01/25/2015","00:08:50"
"1079362","2299","01","BURGLARY","459 PC BURG VEHICLE","2","2A","0237","01/21/2015","00:10:44"
"1079368","2303","1","LARCENY","487(A) PC GRAND THEFT $950","5","5C","1634","01/20/2015","00:04:30"
"1079369","2299","01","BURGLARY","459 PC BURG VEHICLE","4","4A","0955","01/17/2015","00:07:15"
"1079370","2299","01","BURGLARY","459 PC BURG VEHICLE","3","3B","0726","01/21/2015","00:18:40"
"1079371","2299","01","BURGLARY","459 PC BURG VEHICLE","6","6E","1115","01/22/2015","00:01:15"
"1079372","2299","01","BURGLARY","459 PC BURG VEHICLE","6","6B","1035","01/19/2015","00:02:55"
"1079373","3599","63","NARCOTICS","11377(A) POSS DANGEROUS DRUG","5","5B","1633","01/28/2015","00:18:19"
"1079374","2803","05","STOLEN PROP","496(A) REC STOLEN PROP-MISD","3","3B","0748","01/28/2015","00:14:00"
"1079376","2204","0","BURGLARY","459 PC BURG RESIDENCE-NO FORCE","6","6E","0899","01/29/2015","00:00:30"
"1079378","5212","57","WEAPON OFFENSE","21810 POSS METAL KNUCKLES","6","6A","1052","01/28/2015","00:16:26"
"1079380","3562","0","NARCOTICS","11357(B)HS POSS -28.5GR MARIJ","2","2C","0613","01/29/2015","00:11:15"
